base_id,text,domain,intent,description,base_split
order_cancellation_failed_b039,Order cancel karne ke baad bhi cancel karne ke baad bhi order active hai; cancel request accept nahi hui,Orders,order_cancellation_failed,Cancellation request did not take effect,train
order_cancellation_failed_b040,"mujhe lagta hai, app mein cancellation ka issue aa raha hai: order cancel nahi hua; cancelled bolne ke baad phir active ho gaya",Orders,order_cancellation_failed,Cancellation request did not take effect,train
order_cancellation_failed_b041,"cancel request accept nahi hui, cancel karne ke baad bhi order active hai; order cancel nahi hua",Orders,order_cancellation_failed,Cancellation request did not take effect,train
order_cancellation_failed_b042,"pls please check karo, order cancel nahi hua; app mein cancellation failed aa raha hai",Orders,order_cancellation_failed,Cancellation request did not take effect,train
order_cancellation_failed_b043,"maine cancel kiya tha, lekin cancel request ke baad packing dikh rahi hai; cancel request ke baad packing dikh rahi hai?",Orders,order_cancellation_failed,Cancellation request did not take effect,train
order_cancellation_failed_b044,"Cancellation request kaam nahi ki, cancelled bolne ke baad phir active ho gaya; cancel karne ke baad bhi order active hai",Orders,order_cancellation_failed,Cancellation request did not take effect,train
order_cancellation_failed_b045,"mujhe lagta hai, order cancel karne ke baad bhi cancel request ke baad packing dikh rahi hai; cancel request accept nahi hui",Orders,order_cancellation_failed,Cancellation request did not take effect,train
order_cancellation_failed_b046,app mein cancellation ka issue aa raha hai: cancelled bolne ke baad phir active ho gaya; cancelled bolne ke baad phir active ho gaya,Orders,order_cancellation_failed,Cancellation request did not take effect,train
order_cancellation_failed_b047,"pls cancel request accept nahi hui, cancel request ke baad packing dikh rahi hai; order cancel nahi hua",Orders,order_cancellation_failed,Cancellation request did not take effect,validation
order_cancellation_failed_b048,"please check karo, cancelled bolne ke baad phir active ho gaya; app mein cancellation failed aa raha hai?",Orders,order_cancellation_failed,Cancellation request did not take effect,train
order_cancellation_failed_b049,"Maine cancel kiya tha, lekin app mein cancellation failed aa raha hai; cancel request ke baad packing dikh rahi hai",Orders,order_cancellation_failed,Cancellation request did not take effect,validation
order_cancellation_failed_b050,"mujhe lagta hai, cancellation request kaam nahi ki, cancel request accept nahi hui; cancel karne ke baad bhi order active hai",Orders,order_cancellation_failed,Cancellation request did not take effect,train
order_cancellation_failed_b051,order cancel karne ke baad bhi app mein cancellation failed aa raha hai; cancel request accept nahi hui,Orders,order_cancellation_failed,Cancellation request did not take effect,train
order_cancellation_failed_b052,pls app mein cancellation ka issue aa raha hai: cancel request accept nahi hui; cancelled bolne ke baad phir active ho gaya,Orders,order_cancellation_failed,Cancellation request did not take effect,test
order_cancellation_failed_b053,"cancel request accept nahi hui, app mein cancellation failed aa raha hai; order cancel nahi hua?",Orders,order_cancellation_failed,Cancellation request did not take effect,validation
order_cancellation_failed_b054,"Please check karo, cancel request accept nahi hui; app mein cancellation failed aa raha hai",Orders,order_cancellation_failed,Cancellation request did not take effect,test
order_cancellation_failed_b055,"mujhe lagta hai, maine cancel kiya tha, lekin order cancel nahi hua; cancel request ke baad packing dikh rahi hai",Orders,order_cancellation_failed,Cancellation request did not take effect,train
order_cancellation_failed_b056,"cancellation request kaam nahi ki, cancel karne ke baad bhi order active hai; cancel karne ke baad bhi order active hai",Orders,order_cancellation_failed,Cancellation request did not take effect,train
order_cancellation_failed_b057,pls order cancel karne ke baad bhi order cancel nahi hua; cancel request accept nahi hui,Orders,order_cancellation_failed,Cancellation request did not take effect,train
order_cancellation_failed_b058,app mein cancellation ka issue aa raha hai: cancel karne ke baad bhi order active hai; cancelled bolne ke baad phir active ho gaya?,Orders,order_cancellation_failed,Cancellation request did not take effect,train
order_cancellation_failed_b059,"Cancel request accept nahi hui, order cancel nahi hua; order cancel nahi hua",Orders,order_cancellation_failed,Cancellation request did not take effect,train
order_cancellation_failed_b060,"mujhe lagta hai, please check karo, cancel karne ke baad bhi order active hai; app mein cancellation failed aa raha hai",Orders,order_cancellation_failed,Cancellation request did not take effect,validation
wrong_item_b001,mujhe wrong item mila: jo manga tha uske badle dusra item aaya,Orders,wrong_item,Received an item different from what was ordered,train
wrong_item_b002,"pls jo order kiya tha woh nahi aaya, model different hai",Orders,wrong_item,Received an item different from what was ordered,train
wrong_item_b003,delivery receive hui but jo manga tha uske badle dusra item aaya?,Orders,wrong_item,Received an item different from what was ordered,train
wrong_item_b004,Parcel khola toh pata chala model different hai,Orders,wrong_item,Received an item different from what was ordered,train
wrong_item_b005,"mujhe lagta hai, invoice/order details ke hisaab se jo manga tha uske badle dusra item aaya",Orders,wrong_item,Received an item different from what was ordered,train
wrong_item_b006,"wrong product deliver hua hai, model different hai",Orders,wrong_item,Received an item different from what was ordered,train
wrong_item_b007,pls mujhe wrong item mila: color alag hai,Orders,wrong_item,Received an item different from what was ordered,validation
wrong_item_b008,"jo order kiya tha woh nahi aaya, brand different hai?",Orders,wrong_item,Received an item different from what was ordered,train
wrong_item_b009,Delivery receive hui but color alag hai,Orders,wrong_item,Received an item different from what was ordered,test
wrong_item_b010,"mujhe lagta hai, parcel khola toh pata chala brand different hai",Orders,wrong_item,Received an item different from what was ordered,train
wrong_item_b011,invoice/order details ke hisaab se color alag hai,Orders,wrong_item,Received an item different from what was ordered,train
wrong_item_b012,"pls wrong product deliver hua hai, brand different hai",Orders,wrong_item,Received an item different from what was ordered,train
wrong_item_b013,mujhe wrong item mila: size galat bheji hai?,Orders,wrong_item,Received an item different from what was ordered,validation
wrong_item_b014,"Jo order kiya tha woh nahi aaya, invoice se item match nahi kar raha",Orders,wrong_item,Received an item different from what was ordered,test
wrong_item_b015,"mujhe lagta hai, delivery receive hui but size galat bheji hai",Orders,wrong_item,Received an item different from what was ordered,train
wrong_item_b016,parcel khola toh pata chala invoice se item match nahi kar raha,Orders,wrong_item,Received an item different from what was ordered,test
wrong_item_b017,pls invoice/order details ke hisaab se size galat bheji hai,Orders,wrong_item,Received an item different from what was ordered,train
wrong_item_b018,"wrong product deliver hua hai, invoice se item match nahi kar raha?",Orders,wrong_item,Received an item different from what was ordered,train
wrong_item_b019,Mujhe wrong item mila: model different hai,Orders,wrong_item,Received an item different from what was ordered,train
wrong_item_b020,"mujhe lagta hai, jo order kiya tha woh nahi aaya, jo manga tha uske badle dusra item aaya",Orders,wrong_item,Received an item different from what was ordered,train
wrong_item_b021,delivery receive hui but model different hai,Orders,wrong_item,Received an item different from what was ordered,train
wrong_item_b022,pls parcel khola toh pata chala jo manga tha uske badle dusra item aaya,Orders,wrong_item,Received an item different from what was ordered,train
wrong_item_b023,invoice/order details ke hisaab se model different hai?,Orders,wrong_item,Received an item different from what was ordered,validation
wrong_item_b024,"Wrong product deliver hua hai, jo manga tha uske badle dusra item aaya",Orders,wrong_item,Received an item different from what was ordered,train
wrong_item_b025,"mujhe lagta hai, mujhe wrong item mila: brand different hai",Orders,wrong_item,Received an item different from what was ordered,train
wrong_item_b026,"jo order kiya tha woh nahi aaya, color alag hai",Orders,wrong_item,Received an item different from what was ordered,train
wrong_item_b027,pls delivery receive hui but brand different hai,Orders,wrong_item,Received an item different from what was ordered,validation
wrong_item_b028,parcel khola toh pata chala color alag hai?,Orders,wrong_item,Received an item different from what was ordered,validation
wrong_item_b029,Invoice/order details ke hisaab se brand different hai,Orders,wrong_item,Received an item different from what was ordered,train
wrong_item_b030,"mujhe lagta hai, wrong product deliver hua hai, color alag hai",Orders,wrong_item,Received an item different from what was ordered,train
wrong_item_b031,mujhe wrong item mila: invoice se item match nahi kar raha; color alag hai,Orders,wrong_item,Received an item different from what was ordered,test
wrong_item_b032,"pls jo order kiya tha woh nahi aaya, size galat bheji hai; jo manga tha uske badle dusra item aaya",Orders,wrong_item,Received an item different from what was ordered,train
wrong_item_b033,delivery receive hui but invoice se item match nahi kar raha; invoice se item match nahi kar raha?,Orders,wrong_item,Received an item different from what was ordered,train
wrong_item_b034,Parcel khola toh pata chala size galat bheji hai; brand different hai,Orders,wrong_item,Received an item different from what was ordered,train
